#                        id   b      mag     nPix_g     nPix_s       sky    skyErr_s   skyStdErr_s    magErr_r    magErr_s    magErr_t    delMag_p    delMag_m
NGVSJ12:29:39.32+12:25:00.3   Z   19.925      10153      58223    16.013   1.685e-01     8.425e-02   4.925e-02   8.602e-04   8.731e-02   8.339e-02   9.033e-02
NGVSJ12:29:39.65+12:14:15.8   U   20.355      25743      21193     0.650   4.385e-02     2.192e-02   1.683e-02   5.296e-04   8.593e-02   8.181e-02   8.848e-02
NGVSJ12:29:39.65+12:14:15.8   G   18.079      37053      28130     1.700   1.373e-01     6.863e-02   3.697e-03   2.445e-04   4.727e-02   4.607e-02   4.811e-02
NGVSJ12:29:39.65+12:14:15.8   R   17.471      25743      21064     2.093   2.267e-02     1.134e-02   2.577e-03   1.923e-05   4.582e-03   3.080e-03   3.089e-03
NGVSJ12:29:39.65+12:14:15.8   I   16.866      37053      21114     0.469   2.763e-01     1.381e-01   3.412e-03   1.610e-04   3.110e-02   3.056e-02   3.144e-02
NGVSJ12:29:39.65+12:14:15.8   Z   18.815      17887      21240     3.400   3.100e-01     1.550e-01   3.351e-02   7.556e-04   1.013e-01   9.663e-02   1.061e-01
NGVSJ12:29:39.70+11:52:05.2   U   21.906       2981      43517     0.398   2.820e-02     1.410e-02   2.166e-02   4.837e-04   3.714e-02   2.609e-02   2.674e-02
NGVSJ12:29:39.70+11:52:05.2   G   20.818       8883      36979     0.421   1.779e-02     8.894e-03   1.175e-02   1.933e-04   2.413e-02   1.807e-02   1.838e-02
NGVSJ12:29:39.70+11:52:05.2   R   20.290       8883      36955     0.781   7.481e-02     3.740e-02   1.101e-02   4.999e-04   4.872e-02   4.612e-02   4.817e-02
NGVSJ12:29:39.70+11:52:05.2   I   20.033       8883      40180     0.821   2.173e-01     1.087e-01   1.895e-02   1.146e-03   1.086e-01   1.030e-01   1.138e-01
NGVSJ12:29:39.70+11:52:05.2   Z   20.103       2981      40551     3.700   3.444e-01     1.722e-01   3.253e-02   1.122e-03   6.233e-02   5.961e-02   6.308e-02
NGVSJ12:29:40.38+12:57:38.5   U   22.013      17887      35407     0.055   3.657e-02     1.828e-02   5.267e-02   1.695e-03   2.284e-01   2.059e-01   2.543e-01
NGVSJ12:29:40.38+12:57:38.5   G   21.106      17887      34935     0.467   1.440e-02     7.198e-03   2.048e-02   2.895e-04   4.272e-02   3.804e-02   3.942e-02
NGVSJ12:29:40.38+12:57:38.5   R   20.511      17887      35129     0.653   1.172e-02     5.862e-03   1.864e-02   1.363e-04   2.282e-02   1.807e-02   1.838e-02
NGVSJ12:29:40.38+12:57:38.5   I   20.677       8629      35620     1.195   3.102e-02     1.551e-02   3.401e-02   2.918e-04   3.090e-02   2.678e-02   2.745e-02
NGVSJ12:29:40.38+12:57:38.5   Z   20.386       5987      35057    -0.161   2.426e-01     1.213e-01   3.836e-02   1.454e-03   1.132e-01   1.070e-01   1.188e-01
NGVSJ12:29:41.28+12:02:45.9   U   19.419      59465     358814     0.238   3.872e-03     1.936e-03   9.519e-03   3.001e-05   1.107e-02   7.295e-03   7.344e-03
NGVSJ12:29:41.28+12:02:45.9   G   18.121     154237     338167     0.693   3.788e-03     1.894e-03   3.962e-03   1.431e-05   7.243e-03   5.605e-03   5.634e-03
NGVSJ12:29:41.28+12:02:45.9   R   17.566     154237     341071     0.448   1.137e-02     5.687e-03   3.634e-03   2.577e-05   1.072e-02   1.007e-02   1.017e-02
NGVSJ12:29:41.28+12:02:45.9   I   17.416      87071     330003     0.386   1.257e-01     6.283e-02   5.205e-03   1.863e-04   5.508e-02   5.363e-02   5.642e-02
NGVSJ12:29:41.28+12:02:45.9   Z   17.502      59465     210240     0.140   3.222e-01     1.611e-01   1.307e-02   4.274e-04   1.043e-01   9.951e-02   1.096e-01
NGVSJ12:29:41.39+11:34:19.3   U   21.195      14739     159336     0.458   2.413e-02     1.206e-02   2.436e-02   4.780e-04   6.101e-02   5.653e-02   5.964e-02
NGVSJ12:29:41.39+11:34:19.3   G   19.780      55957      92146    -0.001   4.372e-02     2.186e-02   1.125e-02   4.584e-04   1.089e-01   1.034e-01   1.142e-01
NGVSJ12:29:41.39+11:34:19.3   R   19.419      31581      99828     0.713   3.345e-02     1.673e-02   9.301e-03   1.890e-04   3.460e-02   3.308e-02   3.412e-02
NGVSJ12:29:41.39+11:34:19.3   I   18.989      55957     127133     1.330   7.028e-02     3.514e-02   1.763e-02   3.557e-04   8.441e-02   8.104e-02   8.758e-02
NGVSJ12:29:41.39+11:34:19.3   Z   19.451      14739     117415    16.750   4.575e-01     2.287e-01   4.037e-02   1.818e-03   2.209e-01   2.010e-01   2.468e-01
NGVSJ12:29:41.52+12:29:56.9   U   22.595       2891      27780     0.447   1.985e-02     9.924e-03   3.105e-02   6.323e-04   4.942e-02   3.348e-02   3.454e-02
NGVSJ12:29:41.52+12:29:56.9   G   21.231      17887      29381     0.075   6.893e-03     3.446e-03   2.291e-02   1.555e-04   2.826e-02   2.060e-02   2.100e-02
NGVSJ12:29:41.52+12:29:56.9   R   20.975       4167      19609     0.628   2.762e-02     1.381e-02   1.342e-02   2.376e-04   2.291e-02   1.523e-02   1.545e-02
NGVSJ12:29:41.52+12:29:56.9   I   20.940       4167      25668     2.709   2.092e-01     1.046e-01   3.021e-02   1.742e-03   1.137e-01   1.070e-01   1.187e-01
NGVSJ12:29:41.52+12:29:56.9   Z   21.008       1395      26491     3.886   5.747e-02     2.873e-02   3.202e-02   2.948e-04   2.048e-02   1.096e-02   1.107e-02
NGVSJ12:29:44.09+12:48:19.6   U   18.710     127391     122722     1.050   1.937e-02     9.683e-03   7.124e-03   1.144e-04   4.126e-02   4.007e-02   4.161e-02
NGVSJ12:29:44.09+12:48:19.6   G   17.952      71919     125224     0.750   2.135e-02     1.068e-02   2.462e-03   4.714e-05   1.333e-02   1.257e-02   1.272e-02
NGVSJ12:29:44.09+12:48:19.6   R   17.417      87009     132871     1.442   3.150e-02     1.575e-02   2.489e-03   4.672e-05   1.417e-02   1.370e-02   1.387e-02
NGVSJ12:29:44.09+12:48:19.6   I   17.299      71919     137632     1.530   5.137e-02     2.569e-02   4.554e-03   6.215e-05   1.696e-02   1.654e-02   1.680e-02
NGVSJ12:29:44.09+12:48:19.6   Z   17.119      87009     123857     2.719   6.240e-02     3.120e-02   7.016e-03   7.035e-05   2.095e-02   2.056e-02   2.095e-02
NGVSJ12:29:46.27+12:55:27.8   U   21.776      11545      53299     0.378   4.088e-02     2.044e-02   3.634e-02   1.224e-03   1.338e-01   1.241e-01   1.402e-01
NGVSJ12:29:46.27+12:55:27.8   G   20.618      34495      51017     0.473   4.200e-02     2.100e-02   1.904e-02   7.481e-04   1.397e-01   1.308e-01   1.487e-01
NGVSJ12:29:46.27+12:55:27.8   R   20.129      34495      51097     0.898   2.499e-02     1.249e-02   1.883e-02   2.837e-04   5.394e-02   5.146e-02   5.402e-02
NGVSJ12:29:46.27+12:55:27.8   I   20.197      16627      53121     1.071   2.335e-02     1.167e-02   3.101e-02   1.959e-04   2.792e-02   2.497e-02   2.556e-02
NGVSJ12:29:46.27+12:55:27.8   Z   20.447       5571      53650     1.434   2.202e-01     1.101e-01   3.796e-02   1.347e-03   1.014e-01   9.614e-02   1.055e-01
NGVSJ12:29:47.20+13:04:34.4   U   20.423       9611      78822     0.037   2.964e-02     1.482e-02   8.390e-03   2.329e-04   2.637e-02   2.259e-02   2.307e-02
NGVSJ12:29:47.20+13:04:34.4   G   19.238      25965      91167     0.662   1.429e-02     7.146e-03   4.401e-03   6.197e-05   1.258e-02   9.941e-03   1.003e-02
NGVSJ12:29:47.20+13:04:34.4   R   18.717      31413      99224     0.804   2.696e-02     1.348e-02   4.660e-03   7.957e-05   1.533e-02   1.401e-02   1.420e-02
NGVSJ12:29:47.20+13:04:34.4   I   18.550      21453     105573    -0.366   6.892e-02     3.446e-02   7.519e-03   1.441e-04   2.183e-02   2.091e-02   2.132e-02
NGVSJ12:29:47.20+13:04:34.4   Z   18.656       5385      93139    -0.745   2.306e-01     1.153e-01   6.978e-03   2.664e-04   2.040e-02   1.937e-02   1.972e-02
NGVSJ12:29:47.74+12:34:17.2   U   23.014       2309      40005     0.670   3.751e-02     1.876e-02   4.060e-02   1.571e-03   8.713e-02   7.299e-02   7.825e-02
NGVSJ12:29:47.74+12:34:17.2   G   22.033       4803      36613     0.420   7.897e-02     3.948e-02   2.466e-02   1.932e-03   1.368e-01   1.263e-01   1.429e-01
NGVSJ12:29:47.74+12:34:17.2   R   21.799       2309      35969     1.150   7.753e-02     3.877e-02   2.111e-02   1.060e-03   5.670e-02   4.980e-02   5.219e-02
NGVSJ12:29:47.74+12:34:17.2   I   21.651       1611      39029     2.984   8.871e-02     4.435e-02   3.551e-02   8.843e-04   4.242e-02   3.493e-02   3.609e-02
NGVSJ12:29:47.74+12:34:17.2   Z   23.053        375      39575     4.500   2.981e-01     1.490e-01   1.054e-01   5.215e-03   1.103e-01   9.656e-02   1.060e-01
NGVSJ12:29:48.87+13:25:46.0   U   11.969    5454481   46836581     0.220   2.825e-02     1.412e-02   6.723e-05   2.196e-06   5.136e-03   5.117e-03   5.141e-03
NGVSJ12:29:48.87+13:25:46.0   G   10.499   14147661   45209630     0.190   2.774e-02     1.387e-02   6.327e-05   8.969e-07   3.376e-03   3.368e-03   3.379e-03
NGVSJ12:29:48.87+13:25:46.0   R    9.931    2347361   24288895    -1.400   3.819e-01     1.909e-01   6.918e-05   2.981e-06   4.568e-03   4.557e-03   4.576e-03
NGVSJ12:29:48.87+13:25:46.0   I    9.469   20713549   46103920     0.230   4.370e-02     2.185e-02   6.015e-05   6.620e-07   3.014e-03   3.009e-03   3.017e-03
NGVSJ12:29:48.87+13:25:46.0   Z    9.189   14147661   48391164     1.300   1.834e-01     9.169e-02   6.001e-05   1.774e-06   6.674e-03   6.653e-03   6.694e-03
NGVSJ12:29:50.47+12:04:42.5   U   23.625       3651      24271     0.180   3.780e-02     1.890e-02   1.132e-01   3.495e-03   2.189e-01   1.930e-01   2.348e-01
NGVSJ12:29:50.47+12:04:42.5   G   22.481       5359      24271     0.710   5.451e-02     2.726e-02   4.097e-02   2.129e-03   1.595e-01   1.456e-01   1.682e-01
NGVSJ12:29:50.47+12:04:42.5   R   21.885      11481      24271     0.480   3.343e-02     1.672e-02   5.321e-02   1.104e-03   1.211e-01   1.122e-01   1.252e-01
NGVSJ12:29:50.47+12:04:42.5   I   21.973       4425      24270    -0.650   1.259e-01     6.296e-02   7.782e-02   2.798e-03   1.881e-01   1.718e-01   2.042e-01
NGVSJ12:29:50.47+12:04:42.5   Z   21.196       4425      24271     0.025   1.237e-01     6.183e-02   1.077e-01   1.344e-03   9.135e-02   8.590e-02   9.328e-02
NGVSJ12:29:52.01+13:19:28.0   U   21.393       9095      81510     0.006   1.065e-02     5.325e-03   2.204e-02   1.989e-04   2.802e-02   1.881e-02   1.914e-02
NGVSJ12:29:52.01+13:19:28.0   G   20.268      16103      91412     1.027   2.110e-02     1.055e-02   1.054e-02   1.860e-04   2.661e-02   2.335e-02   2.387e-02
NGVSJ12:29:52.01+13:19:28.0   R   19.914       7497      64529     0.155   3.521e-02     1.761e-02   7.845e-03   1.529e-04   1.686e-02   1.316e-02   1.332e-02
NGVSJ12:29:52.01+13:19:28.0   I   19.639       9095      66678     0.197   2.303e-02     1.152e-02   1.568e-02   8.552e-05   1.229e-02   8.126e-03   8.187e-03
NGVSJ12:29:52.01+13:19:28.0   Z   19.696       4237      67045     2.001   1.013e-01     5.064e-02   1.902e-02   2.705e-04   1.998e-02   1.747e-02   1.775e-02
NGVSJ12:29:53.00+11:57:44.3   U   16.989      70969     103576     3.500   4.223e-01     2.111e-01   1.684e-03   3.814e-04   1.017e-01   9.714e-02   1.067e-01
NGVSJ12:29:53.00+11:57:44.3   G   16.775      70969     103588     2.500   2.071e-01     1.036e-01   1.343e-03   1.536e-04   4.100e-02   4.017e-02   4.171e-02
NGVSJ12:29:53.00+11:57:44.3   R   16.271      70969     103587     3.600   2.288e-01     1.144e-01   1.123e-03   1.067e-04   2.849e-02   2.806e-02   2.880e-02
NGVSJ12:29:53.00+11:57:44.3   I   16.108      70969     103571     1.993   1.318e-01     6.592e-02   2.020e-03   5.290e-05   1.421e-02   1.400e-02   1.419e-02
NGVSJ12:29:53.00+11:57:44.3   Z   16.061      58655     103585     4.300   2.473e-01     1.237e-01   4.316e-03   8.641e-05   2.100e-02   2.073e-02   2.113e-02
NGVSJ12:29:53.78+12:37:17.9   U   19.919      94009     155281     0.500   3.764e-02     1.882e-02   1.813e-02   5.815e-04   1.786e-01   1.651e-01   1.948e-01
NGVSJ12:29:53.78+12:37:17.9   G   18.898      94009     148024     0.374   2.661e-02     1.330e-02   6.869e-03   1.605e-04   4.965e-02   4.813e-02   5.037e-02
NGVSJ12:29:53.78+12:37:17.9   R   18.487      65303     146513     1.091   1.631e-02     8.153e-03   6.018e-03   5.614e-05   1.533e-02   1.425e-02   1.444e-02
NGVSJ12:29:53.78+12:37:17.9   I   18.299      65303     151926     2.499   5.931e-02     2.966e-02   1.160e-02   1.718e-04   4.417e-02   4.303e-02   4.480e-02
NGVSJ12:29:53.78+12:37:17.9   Z   18.024      65303     153096     2.914   1.000e-01     5.002e-02   1.572e-02   2.249e-04   5.763e-02   5.600e-02   5.904e-02
NGVSJ12:29:54.77+12:55:51.4   U   24.619        229      79603     0.412   2.842e-02     1.421e-02   6.622e-02   1.644e-03   9.444e-02   2.460e-02   2.517e-02
NGVSJ12:29:54.77+12:55:51.4   G   21.718      16617      73155     0.439   1.748e-02     8.741e-03   3.637e-02   5.953e-04   8.039e-02   7.415e-02   7.959e-02
NGVSJ12:29:54.77+12:55:51.4   R   21.490      11359      71697     0.933   3.658e-02     1.829e-02   3.638e-02   8.348e-04   9.154e-02   8.551e-02   9.282e-02
NGVSJ12:29:54.77+12:55:51.4   I   21.887       1145      72641     0.063   7.202e-02     3.601e-02   3.772e-02   7.522e-04   3.631e-02   2.516e-02   2.576e-02
NGVSJ12:29:54.77+12:55:51.4   Z   22.503       1145      71565     0.640   2.094e-01     1.047e-01   1.131e-01   3.857e-03   1.350e-01   1.233e-01   1.391e-01
NGVSJ12:29:55.50+13:20:58.2   U   22.058      15685     101299     0.167   1.975e-02     9.874e-03   4.306e-02   8.936e-04   1.154e-01   1.065e-01   1.181e-01
NGVSJ12:29:55.50+13:20:58.2   G   21.249      15685     101299     1.242   1.011e-02     5.055e-03   2.193e-02   2.172e-04   3.335e-02   2.686e-02   2.755e-02
NGVSJ12:29:55.50+13:20:58.2   R   20.736      22963     101299     0.557   8.047e-02     4.023e-02   2.521e-02   1.304e-03   1.982e-01   1.815e-01   2.181e-01
NGVSJ12:29:55.50+13:20:58.2   I   20.744       4991     102684     0.643   4.617e-02     2.308e-02   2.723e-02   3.513e-04   2.915e-02   2.454e-02   2.511e-02
NGVSJ12:29:55.50+13:20:58.2   Z   20.435      18991     101455     2.391   2.489e-02     1.245e-02   6.565e-02   2.780e-04   4.054e-02   3.765e-02   3.900e-02
NGVSJ12:29:56.24+12:40:17.4   U   23.134       3681      58153     0.442   2.006e-02     1.003e-02   7.384e-02   1.185e-03   8.532e-02   6.959e-02   7.436e-02
NGVSJ12:29:56.24+12:40:17.4   G   21.774       7619      55789     0.280   5.929e-02     2.965e-02   2.690e-02   1.440e-03   1.280e-01   1.189e-01   1.335e-01
NGVSJ12:29:56.24+12:40:17.4   R   21.622       3681      55630     0.860   9.086e-02     4.543e-02   2.710e-02   1.333e-03   8.406e-02   7.801e-02   8.405e-02
NGVSJ12:29:56.24+12:40:17.4   I   21.409       3681      57272     1.850   5.328e-02     2.664e-02   4.770e-02   6.424e-04   4.417e-02   3.829e-02   3.969e-02
NGVSJ12:29:56.24+12:40:17.4   Z   21.211       3681      55290     1.950   1.274e-01     6.371e-02   7.079e-02   1.280e-03   7.996e-02   7.502e-02   8.059e-02
NGVSJ12:29:56.34+13:13:12.3   U   19.184      51169     133510     0.163   3.496e-02     1.748e-02   6.620e-03   2.025e-04   4.641e-02   4.486e-02   4.680e-02
NGVSJ12:29:56.34+13:13:12.3   G   17.926     132761     110386     1.140   1.788e-02     8.940e-03   3.291e-03   5.236e-05   1.953e-02   1.891e-02   1.925e-02
NGVSJ12:29:56.34+13:13:12.3   R   17.288     160637     111325     1.203   2.082e-02     1.041e-02   3.195e-03   3.727e-05   1.526e-02   1.484e-02   1.504e-02
NGVSJ12:29:56.34+13:13:12.3   I   17.222      90673     133161     0.038   3.799e-02     1.900e-02   4.897e-03   4.808e-05   1.479e-02   1.438e-02   1.457e-02
NGVSJ12:29:56.34+13:13:12.3   Z   16.723      90673     156797     2.782   1.893e-01     9.463e-02   5.776e-03   1.513e-04   4.561e-02   4.462e-02   4.653e-02
NGVSJ12:29:58.26+13:16:20.8   U   19.543      30089     163991    -0.027   3.769e-02     1.884e-02   5.904e-03   2.330e-04   4.136e-02   3.968e-02   4.118e-02
NGVSJ12:29:58.26+13:16:20.8   G   18.472      42041     160456     0.998   3.005e-02     1.502e-02   2.799e-03   8.187e-05   1.763e-02   1.666e-02   1.692e-02
NGVSJ12:29:58.26+13:16:20.8   R   18.026      35537     163532     0.568   3.986e-02     1.993e-02   2.606e-03   6.622e-05   1.323e-02   1.241e-02   1.255e-02
NGVSJ12:29:58.26+13:16:20.8   I   17.805      35537     144986    -0.010   1.942e-01     9.708e-02   4.850e-03   2.631e-04   4.976e-02   4.850e-02   5.077e-02
NGVSJ12:29:58.26+13:16:20.8   Z   17.885      14387     159957     2.433   1.085e-01     5.425e-02   5.488e-03   1.007e-04   1.276e-02   1.201e-02   1.215e-02
NGVSJ12:29:58.67+11:54:42.5   U   24.841        141      39130     0.740   9.524e-02     4.762e-02   7.281e-02   5.303e-03   1.189e-01   6.121e-02   6.487e-02
NGVSJ12:29:58.67+11:54:42.5   G   22.418       1859      36984     0.908   6.888e-02     3.444e-02   2.314e-02   1.495e-03   7.244e-02   6.262e-02   6.645e-02
NGVSJ12:29:58.67+11:54:42.5   R   22.187       1287      32113     1.809   2.995e-01     1.497e-01   2.400e-02   4.372e-03   1.596e-01   1.465e-01   1.694e-01
NGVSJ12:29:58.67+11:54:42.5   I   21.330       2671      37358     0.903   1.990e-02     9.952e-03   3.355e-02   1.901e-04   2.231e-02   9.781e-03   9.870e-03
NGVSJ12:29:58.67+11:54:42.5   Z   22.623        299      32503     3.373   9.200e-02     4.600e-02   1.060e-01   9.672e-04   4.000e-02   1.660e-02   1.685e-02
NGVSJ12:29:59.08+12:20:55.4   U   13.669    9086535    4928179     0.070   1.915e-02     9.574e-03   6.011e-04   9.197e-06   2.773e-02   2.737e-02   2.808e-02
NGVSJ12:29:59.08+12:20:55.4   G   12.448    3503279    5624777     1.180   1.374e-02     6.872e-03   1.172e-04   1.331e-06   2.514e-03   2.489e-03   2.495e-03
NGVSJ12:29:59.08+12:20:55.4   R   11.877    2895237    4136350     0.800   6.243e-02     3.121e-02   1.107e-04   3.249e-06   5.534e-03   5.514e-03   5.542e-03
NGVSJ12:29:59.08+12:20:55.4   I   11.490    3503279    5700808    -0.113   7.917e-02     3.959e-02   1.595e-04   3.173e-06   5.943e-03   5.923e-03   5.956e-03
NGVSJ12:29:59.08+12:20:55.4   Z   11.132    1350665    4290953     8.500   7.412e-01     3.706e-01   1.802e-04   1.327e-05   1.542e-02   1.531e-02   1.553e-02
NGVSJ12:30:00.94+12:44:11.3   U   23.796        973      45992     0.463   4.582e-02     2.291e-02   6.410e-02   2.560e-03   1.013e-01   7.704e-02   8.293e-02
NGVSJ12:30:00.94+12:44:11.3   G   21.565      17887      44853     0.330   3.444e-02     1.722e-02   3.225e-02   1.057e-03   1.431e-01   1.329e-01   1.514e-01
NGVSJ12:30:00.94+12:44:11.3   R   21.149      17887      45067     0.924   5.393e-02     2.697e-02   3.279e-02   1.128e-03   1.520e-01   1.413e-01   1.625e-01
NGVSJ12:30:00.94+12:44:11.3   I   21.548       2891      46328     1.225   5.918e-02     2.959e-02   4.363e-02   7.188e-04   4.454e-02   3.798e-02   3.935e-02
NGVSJ12:30:00.94+12:44:11.3   Z   21.361       2891      47052     2.198   5.342e-02     2.671e-02   6.179e-02   5.462e-04   3.571e-02   2.898e-02   2.977e-02
NGVSJ12:30:01.15+13:07:04.9   U   20.820       9019     109956     0.106   3.789e-02     1.894e-02   1.129e-02   4.157e-04   4.254e-02   3.878e-02   4.021e-02
NGVSJ12:30:01.15+13:07:04.9   G   19.326      73373     131487     0.789   2.937e-02     1.469e-02   8.059e-03   2.322e-04   6.339e-02   6.114e-02   6.478e-02
NGVSJ12:30:01.15+13:07:04.9   R   18.892      41407     135905     0.802   3.139e-02     1.569e-02   6.202e-03   1.250e-04   2.625e-02   2.514e-02   2.573e-02
NGVSJ12:30:01.15+13:07:04.9   I   18.769      28299     123513    -0.446   1.714e-01     8.569e-02   1.060e-02   5.037e-04   8.495e-02   8.159e-02   8.822e-02
NGVSJ12:30:01.15+13:07:04.9   Z   18.726      19325     119342    -1.050   2.211e-01     1.106e-01   1.430e-02   5.162e-04   7.201e-02   6.949e-02   7.424e-02
NGVSJ12:30:01.82+12:56:52.5   U   21.689       7907     140013     0.084   1.841e-02     9.206e-03   2.578e-02   4.211e-04   4.428e-02   3.682e-02   3.811e-02
NGVSJ12:30:01.82+12:56:52.5   G   20.483      36283     128204     0.374   4.307e-02     2.153e-02   1.690e-02   6.949e-04   1.331e-01   1.249e-01   1.411e-01
NGVSJ12:30:01.82+12:56:52.5   R   20.185       6171     132994     0.605   4.193e-02     2.096e-02   7.893e-03   2.120e-04   2.043e-02   1.653e-02   1.678e-02
NGVSJ12:30:01.82+12:56:52.5   I   19.983       4647     137986    -0.245   6.838e-02     3.419e-02   1.319e-02   2.491e-04   2.011e-02   1.685e-02   1.712e-02
NGVSJ12:30:01.82+12:56:52.5   Z   19.939       4647     131272    -0.320   1.390e-01     6.948e-02   2.140e-02   4.861e-04   3.478e-02   3.264e-02   3.366e-02
NGVSJ12:30:01.87+12:12:59.7   U   21.611       6079     120605     0.078   1.225e-02     6.123e-03   2.184e-02   2.286e-04   2.894e-02   1.768e-02   1.797e-02
NGVSJ12:30:01.87+12:12:59.7   G   20.561       6079     148728     1.054   3.141e-02     1.570e-02   7.567e-03   2.229e-04   2.235e-02   1.724e-02   1.752e-02
NGVSJ12:30:01.87+12:12:59.7   R   20.160       3759     153706     1.059   4.456e-02     2.228e-02   6.307e-03   1.719e-04   1.574e-02   1.049e-02   1.059e-02
NGVSJ12:30:01.87+12:12:59.7   I   19.775       7353     124738    -0.151   7.073e-02     3.537e-02   1.320e-02   2.676e-04   2.495e-02   2.271e-02   2.320e-02
NGVSJ12:30:01.87+12:12:59.7   Z   20.145       2519     119741     4.200   4.880e-01     2.440e-01   3.373e-02   1.520e-03   7.715e-02   7.371e-02   7.909e-02
NGVSJ12:30:04.38+12:30:35.7   U   23.972        275      81201     0.681   4.666e-02     2.333e-02   3.762e-02   1.630e-03   7.283e-02   2.669e-02   2.737e-02
NGVSJ12:30:04.38+12:30:35.7   G   22.275        689      63215     0.469   4.718e-02     2.359e-02   1.243e-02   5.464e-04   3.412e-02   1.425e-02   1.444e-02
NGVSJ12:30:04.38+12:30:35.7   R   21.344       1611      57469     1.998   7.727e-02     3.864e-02   1.206e-02   5.806e-04   3.081e-02   2.306e-02   2.356e-02
NGVSJ12:30:04.38+12:30:35.7   I   22.000        403      71977     4.043   1.430e-01     7.148e-02   2.615e-02   9.831e-04   3.366e-02   1.956e-02   1.992e-02
NGVSJ12:30:04.38+12:30:35.7   Z   21.604        689      69076     3.860   1.909e-01     9.547e-02   3.956e-02   1.192e-03   3.867e-02   3.085e-02   3.175e-02
NGVSJ12:30:05.12+12:38:48.7   U   23.325       8587      88687     0.483   2.436e-02     1.218e-02   1.151e-01   2.620e-03   2.479e-01   2.191e-01   2.748e-01
NGVSJ12:30:05.12+12:38:48.7   G   22.244      10399      82989     0.391   3.215e-02     1.607e-02   4.595e-02   1.406e-03   1.466e-01   1.346e-01   1.537e-01
NGVSJ12:30:05.12+12:38:48.7   R   21.972      10399      81715     1.157   4.062e-02     2.031e-02   5.392e-02   1.383e-03   1.435e-01   1.326e-01   1.510e-01
NGVSJ12:30:05.12+12:38:48.7   I   21.911       2269      82982     2.117   8.344e-02     4.172e-02   5.619e-02   1.254e-03   6.523e-02   5.816e-02   6.145e-02
NGVSJ12:30:05.12+12:38:48.7   Z   23.101        651      81932     2.338   1.231e-01     6.155e-02   1.540e-01   2.966e-03   8.818e-02   7.315e-02   7.844e-02
NGVSJ12:30:05.91+12:27:12.1   U   24.966        221      31531     0.230   7.034e-02     3.517e-02   9.160e-02   5.501e-03   1.346e-01   7.885e-02   8.503e-02
NGVSJ12:30:05.91+12:27:12.1   G   22.671       4129      33857     1.835   1.636e-02     8.179e-03   4.394e-02   6.680e-04   5.676e-02   4.209e-02   4.379e-02
NGVSJ12:30:05.91+12:27:12.1   R   22.492       1987      29922     1.910   4.677e-02     2.339e-02   3.920e-02   1.124e-03   6.065e-02   4.896e-02   5.127e-02
NGVSJ12:30:05.91+12:27:12.1   I   22.144       1987      30745     1.630   6.968e-02     3.484e-02   6.212e-02   1.215e-03   6.149e-02   5.284e-02   5.554e-02
NGVSJ12:30:05.91+12:27:12.1   Z   22.476        967      31781    21.400   1.559e-01     7.793e-02   1.612e-01   2.574e-03   8.694e-02   7.722e-02   8.313e-02
NGVSJ12:30:06.08+12:22:37.9   U   18.874      81757     282903     0.220   3.786e-02     1.893e-02   6.381e-03   2.083e-04   5.992e-02   5.800e-02   6.127e-02
NGVSJ12:30:06.08+12:22:37.9   G   17.750     119739     282903     1.720   1.021e-02     5.105e-03   2.558e-03   2.415e-05   9.201e-03   8.323e-03   8.388e-03
NGVSJ12:30:06.08+12:22:37.9   R   17.341      81757     282874     1.790   3.751e-02     1.875e-02   2.195e-03   5.029e-05   1.473e-02   1.429e-02   1.448e-02
NGVSJ12:30:06.08+12:22:37.9   I   17.076      81757     282869     1.500   6.911e-02     3.456e-02   3.742e-03   7.259e-05   2.095e-02   2.056e-02   2.096e-02
NGVSJ12:30:06.08+12:22:37.9   Z   16.998      81757     282886    16.400   2.014e-01     1.007e-01   9.521e-03   1.969e-04   5.636e-02   5.488e-02   5.781e-02
NGVSJ12:30:06.21+12:41:18.4   U   20.045      32225      96456     0.531   4.023e-02     2.012e-02   1.397e-02   4.087e-04   7.419e-02   7.099e-02   7.595e-02
NGVSJ12:30:06.21+12:41:18.4   G   18.855      83585      92279     0.311   1.590e-02     7.949e-03   7.206e-03   8.692e-05   2.593e-02   2.484e-02   2.543e-02
NGVSJ12:30:06.21+12:41:18.4   R   18.371      47167      92279     1.100   2.350e-02     1.175e-02   5.088e-03   6.180e-05   1.437e-02   1.334e-02   1.351e-02
NGVSJ12:30:06.21+12:41:18.4   I   18.144      47167      92259     1.730   1.673e-01     8.364e-02   9.863e-03   3.569e-04   7.765e-02   7.487e-02   8.042e-02
NGVSJ12:30:06.21+12:41:18.4   Z   18.021      38993      92279     1.800   2.643e-01     1.321e-01   1.351e-02   4.577e-04   9.049e-02   8.682e-02   9.437e-02
NGVSJ12:30:07.20+12:35:28.2   U   22.745      25743      46068     0.670   2.538e-02     1.269e-02   1.157e-01   2.770e-03   4.460e-01   3.725e-01   5.716e-01
NGVSJ12:30:07.20+12:35:28.2   G   22.398       4167      44542     0.641   2.646e-02     1.323e-02   3.343e-02   8.443e-04   6.359e-02   5.317e-02   5.591e-02
NGVSJ12:30:07.20+12:35:28.2   R   23.344        673      45010     1.924   1.677e-02     8.384e-03   4.860e-02   5.138e-04   5.237e-02   1.325e-02   1.341e-02
