#                        id   b      mag     nPix_g     nPix_s       sky    skyErr_s   skyStdErr_s    magErr_r    magErr_s    magErr_t    delMag_p    delMag_m
NGVSJ12:30:07.20+12:35:28.2   I   22.466       1395      46147     3.203   2.051e-01     1.025e-01   7.334e-02   4.030e-03   1.543e-01   1.410e-01   1.620e-01
NGVSJ12:30:07.20+12:35:28.2   Z   23.298        465      46896     3.400   5.103e-02     2.552e-02   1.508e-01   1.246e-03   5.639e-02   2.654e-02   2.720e-02
NGVSJ12:30:07.86+12:23:19.9   U   21.859       1247      46538     0.243   5.860e-02     2.930e-02   1.253e-02   6.224e-04   3.371e-02   2.176e-02   2.221e-02
NGVSJ12:30:07.86+12:23:19.9   G   20.451       8437      51224     1.717   6.217e-02     3.108e-02   8.139e-03   4.696e-04   4.516e-02   4.230e-02   4.402e-02
NGVSJ12:30:07.86+12:23:19.9   R   19.988       4963      42559     1.740   1.101e-01     5.506e-02   6.220e-03   4.165e-04   3.127e-02   2.895e-02   2.975e-02
NGVSJ12:30:07.86+12:23:19.9   I   19.912       2941      46010     1.700   2.339e-01     1.170e-01   9.689e-03   6.351e-04   3.599e-02   3.391e-02   3.500e-02
NGVSJ12:30:07.86+12:23:19.9   Z   19.591       4005      62098    16.700   4.175e-01     2.088e-01   2.286e-02   9.842e-04   6.293e-02   6.056e-02   6.414e-02
NGVSJ12:30:10.88+12:11:43.6   U   17.428     226815     307714     0.250   3.848e-02     1.924e-02   2.908e-03   9.311e-05   4.447e-02   4.346e-02   4.527e-02
NGVSJ12:30:10.88+12:11:43.6   G   16.389     332093     285503     1.200   3.282e-02     1.641e-02   1.364e-03   3.690e-05   2.136e-02   2.106e-02   2.147e-02
NGVSJ12:30:10.88+12:11:43.6   R   15.938     274457     267526     1.900   1.090e-01     5.451e-02   1.126e-03   7.356e-05   3.858e-02   3.787e-02   3.924e-02
NGVSJ12:30:10.88+12:11:43.6   I   15.596     332093     270169     0.168   2.678e-02     1.339e-02   2.041e-03   1.451e-05   8.480e-03   8.327e-03   8.391e-03
NGVSJ12:30:10.88+12:11:43.6   Z   15.760     154915     280178     4.500   4.368e-01     2.184e-01   4.334e-03   1.879e-04   7.398e-02   7.155e-02   7.660e-02
NGVSJ12:30:13.90+12:56:48.8   U   22.569      16629      67361     0.186   1.093e-02     5.466e-03   8.220e-02   8.155e-04   1.110e-01   1.004e-01   1.106e-01
NGVSJ12:30:13.90+12:56:48.8   G   21.035      71473      49168     1.490   2.053e-02     1.027e-02   4.299e-02   7.730e-04   2.074e-01   1.892e-01   2.293e-01
NGVSJ12:30:13.90+12:56:48.8   R   20.662      34473      64763     0.600   6.181e-02     3.090e-02   2.831e-02   1.146e-03   2.133e-01   1.943e-01   2.369e-01
NGVSJ12:30:13.90+12:56:48.8   I   20.720      16629      66117     3.102   6.425e-02     3.212e-02   4.396e-02   8.729e-04   1.136e-01   1.071e-01   1.188e-01
NGVSJ12:30:13.90+12:56:48.8   Z   21.646       5583      51840    -1.400   4.264e-01     2.132e-01   1.161e-01   7.876e-03   5.889e-01   4.702e-01   8.479e-01
NGVSJ12:30:15.05+13:20:31.0   U   22.847       4167      47299     0.120   4.868e-02     2.434e-02   4.644e-02   2.348e-03   1.569e-01   1.419e-01   1.633e-01
NGVSJ12:30:15.05+13:20:31.0   G   21.925       4167      45655     0.884   1.584e-02     7.921e-03   2.104e-02   3.269e-04   3.376e-02   2.090e-02   2.131e-02
NGVSJ12:30:15.05+13:20:31.0   R   21.122      12401      45807     0.415   2.780e-02     1.390e-02   2.647e-02   4.724e-04   5.566e-02   5.137e-02   5.392e-02
NGVSJ12:30:15.05+13:20:31.0   I   21.120       5987      46397     0.060   5.895e-02     2.947e-02   4.211e-02   6.947e-04   5.674e-02   5.246e-02   5.513e-02
NGVSJ12:30:15.05+13:20:31.0   Z   20.958       4167      45804     0.630   2.550e-01     1.275e-01   5.009e-02   2.159e-03   1.404e-01   1.311e-01   1.492e-01
NGVSJ12:30:15.27+12:30:57.3   U   20.096      20349     119448     1.080   3.824e-02     1.912e-02   9.400e-03   3.235e-04   4.752e-02   4.519e-02   4.716e-02
NGVSJ12:30:15.27+12:30:57.3   G   19.013      43617     121732     1.705   2.859e-02     1.429e-02   5.154e-03   1.306e-04   2.813e-02   2.694e-02   2.762e-02
NGVSJ12:30:15.27+12:30:57.3   R   18.549      52769     115642     2.200   9.316e-02     4.658e-02   4.860e-03   3.053e-04   7.035e-02   6.796e-02   7.250e-02
NGVSJ12:30:15.27+12:30:57.3   I   18.627       9495     116562     7.099   8.552e-02     4.276e-02   4.942e-03   1.277e-04   1.372e-02   1.238e-02   1.252e-02
NGVSJ12:30:15.27+12:30:57.3   Z   18.250      52769     121733     3.500   9.055e-02     4.527e-02   1.494e-02   2.253e-04   5.198e-02   5.056e-02   5.303e-02
NGVSJ12:30:15.76+12:59:54.0   U   22.180       4009      51156     0.220   1.222e-02     6.108e-03   2.648e-02   3.127e-04   3.564e-02   1.962e-02   1.998e-02
NGVSJ12:30:15.76+12:59:54.0   G   21.016       8323      48892     1.645   1.111e-02     5.554e-03   1.413e-02   1.402e-04   2.154e-02   1.272e-02   1.287e-02
NGVSJ12:30:15.76+12:59:54.0   R   20.544      17237      48421     0.946   1.920e-02     9.600e-03   1.712e-02   2.258e-04   3.277e-02   2.925e-02   3.006e-02
NGVSJ12:30:15.76+12:59:54.0   I   20.231      11971      49008     3.086   7.403e-02     3.702e-02   2.325e-02   5.440e-04   6.073e-02   5.794e-02   6.121e-02
NGVSJ12:30:15.76+12:59:54.0   Z   20.063       5777      47653    -1.039   1.217e-01     6.087e-02   2.729e-02   5.323e-04   4.197e-02   3.972e-02   4.123e-02
NGVSJ12:30:17.42+12:19:42.8   U   13.081    3907557     936004     0.700   2.227e-02     1.114e-02   2.376e-04   4.081e-06   8.080e-03   8.038e-03   8.098e-03
NGVSJ12:30:17.42+12:19:42.8   G   11.758    3907557     970149     2.602   6.649e-02     3.325e-02   9.267e-05   3.603e-06   7.126e-03   7.099e-03   7.145e-03
NGVSJ12:30:17.42+12:19:42.8   R   11.225     137543     974530     3.000   1.051e-01     5.253e-02   1.036e-04   6.536e-07   3.085e-04   2.424e-04   2.424e-04
NGVSJ12:30:17.42+12:19:42.8   I   10.750    3907557     983824     4.800   1.698e-01     8.492e-02   1.021e-04   3.637e-06   7.190e-03   7.165e-03   7.213e-03
NGVSJ12:30:17.42+12:19:42.8   Z   10.500     360823    1003321     5.000   3.546e-01     1.773e-01   6.601e-05   1.833e-06   1.109e-03   1.100e-03   1.101e-03
NGVSJ12:30:17.45+12:14:28.3   U   19.678      26297     198383     0.125   5.166e-02     2.583e-02   1.022e-02   3.381e-04   5.562e-02   5.349e-02   5.626e-02
NGVSJ12:30:17.45+12:14:28.3   G   18.371      73077     180667     1.220   7.911e-02     3.956e-02   4.590e-03   2.590e-04   7.019e-02   6.784e-02   7.236e-02
NGVSJ12:30:17.45+12:14:28.3   R   17.857     107015     181947     1.949   5.822e-02     2.911e-02   5.882e-03   1.436e-04   4.716e-02   4.600e-02   4.804e-02
NGVSJ12:30:17.45+12:14:28.3   I   17.710      60411     192589     0.650   1.679e-01     8.395e-02   7.232e-03   2.718e-04   6.692e-02   6.484e-02   6.895e-02
NGVSJ12:30:17.45+12:14:28.3   Z   18.192      41267     154436     5.586   2.209e-01     1.105e-01   2.733e-02   4.609e-04   9.374e-02   8.980e-02   9.791e-02
NGVSJ12:30:18.00+12:02:30.5   U   20.328     107547     130420     0.130   1.262e-02     6.312e-03   3.677e-02   3.040e-04   1.005e-01   9.538e-02   1.046e-01
NGVSJ12:30:18.00+12:02:30.5   G   19.011     107547     132394     0.715   2.543e-02     1.272e-02   9.278e-03   1.821e-04   6.012e-02   5.814e-02   6.143e-02
NGVSJ12:30:18.00+12:02:30.5   R   18.476     130121     126220     1.409   1.613e-02     8.066e-03   9.635e-03   7.761e-05   2.851e-02   2.764e-02   2.836e-02
NGVSJ12:30:18.00+12:02:30.5   I   18.234     107547     124607    -0.095   6.553e-02     3.277e-02   1.492e-02   2.294e-04   7.538e-02   7.273e-02   7.796e-02
NGVSJ12:30:18.00+12:02:30.5   Z   18.873      23391     132353    -0.650   1.693e-01     8.467e-02   3.522e-02   4.980e-04   7.643e-02   7.361e-02   7.896e-02
NGVSJ12:30:18.21+12:34:17.3   U   20.325      88221     129475     0.751   1.337e-02     6.687e-03   3.750e-02   2.909e-04   8.732e-02   8.314e-02   9.004e-02
NGVSJ12:30:18.21+12:34:17.3   G   19.412      88221     118562     0.872   1.352e-02     6.760e-03   1.309e-02   1.268e-04   3.857e-02   3.703e-02   3.834e-02
NGVSJ12:30:18.21+12:34:17.3   R   18.934     106789     107343     2.782   4.744e-02     2.372e-02   1.485e-02   3.153e-04   1.032e-01   9.843e-02   1.083e-01
NGVSJ12:30:18.21+12:34:17.3   I   18.581      88221     120718     4.642   8.414e-02     4.207e-02   2.211e-02   3.672e-04   1.092e-01   1.039e-01   1.149e-01
NGVSJ12:30:18.21+12:34:17.3   Z   18.959      13119     113566     4.234   2.870e-01     1.435e-01   1.931e-02   6.842e-04   7.865e-02   7.567e-02   8.134e-02
NGVSJ12:30:19.94+11:43:21.0   U   21.288      25735      31070     0.380   2.858e-02     1.429e-02   4.105e-02   8.150e-04   1.322e-01   1.234e-01   1.393e-01
NGVSJ12:30:19.94+11:43:21.0   G   20.532      25735      31070     0.760   1.990e-02     9.949e-03   1.938e-02   2.829e-04   4.745e-02   4.445e-02   4.635e-02
NGVSJ12:30:19.94+11:43:21.0   R   20.062      21255      31070     0.200   2.954e-02     1.477e-02   1.543e-02   2.476e-04   3.778e-02   3.550e-02   3.670e-02
NGVSJ12:30:19.94+11:43:21.0   I   19.894      21255      31069     3.617   1.330e-02     6.651e-03   2.763e-02   9.548e-05   1.734e-02   1.383e-02   1.401e-02
NGVSJ12:30:19.94+11:43:21.0   Z   19.613      25735      31069     1.967   7.374e-02     3.687e-02   3.983e-02   4.497e-04   7.271e-02   6.984e-02   7.464e-02
NGVSJ12:30:20.43+12:49:00.4   U   22.232      10809     151893     0.226   4.303e-02     2.151e-02   4.937e-02   1.897e-03   1.996e-01   1.812e-01   2.177e-01
NGVSJ12:30:20.43+12:49:00.4   G   20.702      66959     145858     1.267   3.283e-02     1.642e-02   3.024e-02   8.805e-04   2.283e-01   2.068e-01   2.557e-01
NGVSJ12:30:20.43+12:49:00.4   R   19.990      66959     145262     0.291   1.210e-02     6.052e-03   2.072e-02   1.685e-04   4.491e-02   4.274e-02   4.449e-02
NGVSJ12:30:20.43+12:49:00.4   I   20.559      10809     150046     3.584   4.516e-02     2.258e-02   3.030e-02   4.265e-04   4.651e-02   4.346e-02   4.527e-02
NGVSJ12:30:20.43+12:49:00.4   Z   20.087      15579     146223    -1.200   1.331e-01     6.657e-02   4.509e-02   9.773e-04   1.225e-01   1.156e-01   1.294e-01
NGVSJ12:30:21.67+11:40:16.7   U   23.853       1859     138941     0.300   3.093e-02     1.546e-02   9.309e-02   2.517e-03   1.260e-01   1.034e-01   1.143e-01
NGVSJ12:30:21.67+11:40:16.7   G   22.734       3815     130057     0.546   3.905e-02     1.953e-02   4.459e-02   1.624e-03   1.074e-01   9.597e-02   1.053e-01
NGVSJ12:30:21.67+11:40:16.7   R   23.388        615     131645     0.096   7.163e-02     3.581e-02   5.004e-02   2.185e-03   7.488e-02   5.287e-02   5.558e-02
NGVSJ12:30:21.67+11:40:16.7   I   21.746       5497     134698     3.250   7.887e-02     3.943e-02   6.943e-02   1.585e-03   1.200e-01   1.116e-01   1.244e-01
NGVSJ12:30:21.67+11:40:16.7   Z   23.738        891     138107     2.050   5.380e-02     2.690e-02   2.864e-01   2.727e-03   1.015e-01   7.848e-02   8.460e-02
NGVSJ12:30:23.85+12:26:07.2   U   22.359       4167     123157     1.530   3.222e-02     1.611e-02   5.706e-02   9.917e-04   7.165e-02   6.220e-02   6.598e-02
NGVSJ12:30:23.85+12:26:07.2   G   19.332     159425     117318     2.461   3.826e-02     1.913e-02   2.215e-02   4.482e-04   1.791e-01   1.657e-01   1.956e-01
NGVSJ12:30:23.85+12:26:07.2   R   18.880     159425     117851     3.927   1.470e-01     7.348e-02   2.020e-02   1.136e-03   4.534e-01   3.789e-01   5.869e-01
NGVSJ12:30:23.85+12:26:07.2   I   18.685     159425     120392     9.833   1.137e-01     5.685e-02   3.584e-02   7.340e-04   2.931e-01   2.595e-01   3.416e-01
NGVSJ12:30:23.85+12:26:07.2   Z   21.148       4167      96210     7.400   5.564e-01     2.782e-01   1.018e-01   5.613e-03   3.628e-01   3.126e-01   4.408e-01
NGVSJ12:30:24.05+13:18:45.0   U   24.276        673      87082     0.235   3.032e-02     1.516e-02   8.011e-02   2.192e-03   9.636e-02   5.543e-02   5.841e-02
NGVSJ12:30:24.05+13:18:45.0   G   22.273       2891      82881     1.761   3.284e-02     1.642e-02   2.543e-02   7.778e-04   5.201e-02   4.103e-02   4.265e-02
NGVSJ12:30:24.05+13:18:45.0   R   21.908       2891      82551     1.188   2.279e-02     1.140e-02   2.407e-02   3.857e-04   3.337e-02   2.054e-02   2.094e-02
NGVSJ12:30:24.05+13:18:45.0   I   22.026       1395      85114     2.288   4.905e-02     2.453e-02   4.088e-02   6.428e-04   3.658e-02   2.375e-02   2.428e-02
NGVSJ12:30:24.05+13:18:45.0   Z   22.183       1395      83945    -0.200   1.648e-01     8.238e-02   9.341e-02   2.495e-03   9.779e-02   8.940e-02   9.742e-02
NGVSJ12:30:24.48+13:19:55.8   U   19.004      72513     134606     0.228   2.415e-02     1.208e-02   6.512e-03   1.411e-04   3.861e-02   3.734e-02   3.867e-02
NGVSJ12:30:24.48+13:19:55.8   G   18.008     104447     125030     1.902   2.929e-02     1.465e-02   3.029e-03   8.206e-05   2.687e-02   2.620e-02   2.685e-02
NGVSJ12:30:24.48+13:19:55.8   R   17.463     104447     124306     1.252   5.077e-02     2.539e-02   2.442e-03   8.609e-05   2.803e-02   2.747e-02   2.819e-02
NGVSJ12:30:24.48+13:19:55.8   I   17.232      72513     129374     2.512   1.012e-01     5.062e-02   3.580e-03   1.156e-04   3.128e-02   3.070e-02   3.159e-02
NGVSJ12:30:24.48+13:19:55.8   Z   17.205      72513     129135    -0.062   2.228e-01     1.114e-01   6.928e-03   2.482e-04   6.692e-02   6.487e-02   6.900e-02
NGVSJ12:30:24.56+12:47:34.4   U   20.247      29551     225150     0.230   1.849e-02     9.244e-03   1.324e-02   2.166e-04   3.917e-02   3.661e-02   3.789e-02
NGVSJ12:30:24.56+12:47:34.4   G   19.136      42529     216312     1.224   4.431e-02     2.215e-02   5.746e-03   2.238e-04   4.673e-02   4.520e-02   4.717e-02
NGVSJ12:30:24.56+12:47:34.4   R   18.566      61251     215197     0.396   2.437e-02     1.218e-02   5.451e-03   8.739e-05   2.234e-02   2.142e-02   2.185e-02
NGVSJ12:30:24.56+12:47:34.4   I   18.435      29551     221205     3.616   9.619e-02     4.810e-02   7.142e-03   2.124e-04   3.689e-02   3.591e-02   3.714e-02
NGVSJ12:30:24.56+12:47:34.4   Z   18.367      29551     222085     0.036   8.319e-02     4.160e-02   1.304e-02   1.725e-04   3.010e-02   2.926e-02   3.007e-02
NGVSJ12:30:26.92+12:56:08.2   U   22.681       1749     151908     0.117   2.900e-02     1.450e-02   3.026e-02   7.779e-04   4.951e-02   3.206e-02   3.303e-02
NGVSJ12:30:26.92+12:56:08.2   G   20.653      10845     145124     1.320   1.112e-02     5.561e-03   1.230e-02   1.147e-04   1.892e-02   1.188e-02   1.201e-02
NGVSJ12:30:26.92+12:56:08.2   R   19.967      46591     143674     0.534   1.862e-02     9.308e-03   1.786e-02   2.116e-04   4.691e-02   4.474e-02   4.666e-02
NGVSJ12:30:26.92+12:56:08.2   I   19.421      46591     148604     3.098   2.270e-02     1.135e-02   2.257e-02   1.561e-04   3.470e-02   3.317e-02   3.422e-02
NGVSJ12:30:26.92+12:56:08.2   Z   19.695      15617     145309    -0.244   9.105e-02     4.553e-02   3.351e-02   4.664e-04   5.905e-02   5.678e-02   5.991e-02
NGVSJ12:30:27.53+12:52:25.6   U   23.483       2011      47415     0.111   5.428e-02     2.714e-02   6.769e-02   3.268e-03   1.562e-01   1.375e-01   1.574e-01
NGVSJ12:30:27.53+12:52:25.6   G   22.560       2011      45438     1.200   2.196e-02     1.098e-02   2.929e-02   5.650e-04   4.345e-02   2.505e-02   2.564e-02
NGVSJ12:30:27.53+12:52:25.6   R   21.683       4167      45094     0.328   3.323e-02     1.662e-02   2.466e-02   5.488e-04   4.255e-02   3.486e-02   3.601e-02
NGVSJ12:30:27.53+12:52:25.6   I   21.562       2891      46024     3.155   1.690e-01     8.448e-02   3.955e-02   2.079e-03   1.140e-01   1.064e-01   1.180e-01
NGVSJ12:30:27.53+12:52:25.6   Z   22.093        973      45438     0.100   2.972e-01     1.486e-01   7.144e-02   3.459e-03   1.116e-01   1.029e-01   1.137e-01
NGVSJ12:30:28.29+12:58:57.1   U   20.795      10051     165693     0.191   4.479e-02     2.240e-02   1.177e-02   5.070e-04   5.318e-02   4.967e-02   5.206e-02
NGVSJ12:30:28.29+12:58:57.1   G   19.690      20837     159495     1.536   5.467e-03     2.734e-03   6.847e-03   3.220e-05   1.050e-02   4.638e-03   4.658e-03
NGVSJ12:30:28.29+12:58:57.1   R   19.275      20837     158428     1.080   3.397e-02     1.699e-02   6.116e-03   1.365e-04   2.119e-02   1.953e-02   1.989e-02
NGVSJ12:30:28.29+12:58:57.1   I   19.043      14447     162780     3.239   3.387e-02     1.693e-02   8.818e-03   9.153e-05   1.303e-02   1.095e-02   1.106e-02
NGVSJ12:30:28.29+12:58:57.1   Z   19.095      10051     164422     0.142   1.306e-01     6.530e-02   1.501e-02   3.088e-04   3.178e-02   3.053e-02   3.141e-02
NGVSJ12:30:30.48+13:05:39.3   U   21.160       5693     156879     0.137   1.833e-02     9.166e-03   1.236e-02   2.186e-04   2.480e-02   1.637e-02   1.662e-02
NGVSJ12:30:30.48+13:05:39.3   G   19.975      14405     137593     1.562   1.462e-02     7.310e-03   7.178e-03   9.309e-05   1.549e-02   1.112e-02   1.123e-02
NGVSJ12:30:30.48+13:05:39.3   R   19.566      11899     143483     0.893   7.730e-03     3.865e-03   5.823e-03   3.069e-05   9.500e-03   3.343e-03   3.353e-03
NGVSJ12:30:30.48+13:05:39.3   I   19.438       7177     166467     2.786   6.373e-02     3.187e-02   8.687e-03   1.747e-04   1.701e-02   1.470e-02   1.490e-02
NGVSJ12:30:30.48+13:05:39.3   Z   19.493       4031     140665     0.472   6.979e-02     3.490e-02   1.353e-02   1.508e-04   1.287e-02   9.532e-03   9.617e-03
NGVSJ12:30:31.97+12:29:24.6   U   15.278      65721    3408386     0.500   7.270e-02     3.635e-02   1.746e-04   1.307e-05   3.571e-03   3.345e-03   3.356e-03
NGVSJ12:30:31.97+12:29:24.6   G   13.727      76967    5554555     1.000   9.600e-02     4.800e-02   2.826e-04   4.476e-06   1.381e-03   1.241e-03   1.243e-03
NGVSJ12:30:31.97+12:29:24.6   R   12.894    2212533    4023300     1.500   2.576e-01     1.288e-01   2.736e-04   2.990e-05   4.448e-02   4.359e-02   4.541e-02
NGVSJ12:30:31.97+12:29:24.6   I   12.600     481501    4191092     1.400   9.847e-02     4.923e-02   2.401e-04   4.067e-06   2.845e-03   2.819e-03   2.826e-03
NGVSJ12:30:31.97+12:29:24.6   Z   12.345      65721    4243381     3.900   1.101e-01     5.504e-02   1.938e-04   1.328e-06   4.670e-04   3.404e-04   3.405e-04
NGVSJ12:30:32.18+12:51:51.2   U   21.401      13703     162822     0.063   3.007e-02     1.503e-02   2.585e-02   6.944e-04   8.388e-02   7.839e-02   8.449e-02
NGVSJ12:30:32.18+12:51:51.2   G   20.272      29393     179118     1.132   1.632e-02     8.162e-03   1.352e-02   1.952e-04   3.566e-02   3.296e-02   3.399e-02
NGVSJ12:30:32.18+12:51:51.2   R   19.769      52043     150337     0.338   1.670e-02     8.351e-03   1.492e-02   1.672e-04   3.937e-02   3.749e-02   3.883e-02
NGVSJ12:30:32.18+12:51:51.2   I   19.770      13703     205674     3.157   8.373e-02     4.187e-02   1.651e-02   4.305e-04   5.133e-02   4.926e-02   5.160e-02
NGVSJ12:30:32.18+12:51:51.2   Z   20.224       5287     193952    -0.003   6.738e-02     3.369e-02   2.988e-02   3.269e-04   2.664e-02   2.351e-02   2.403e-02
NGVSJ12:30:33.32+12:54:02.3   U   18.671     118775     307257     0.073   2.703e-02     1.351e-02   6.174e-03   1.487e-04   5.157e-02   5.007e-02   5.249e-02
NGVSJ12:30:33.32+12:54:02.3   G   17.694      68035     348930     1.247   5.825e-02     2.913e-02   1.934e-03   9.862e-05   2.600e-02   2.542e-02   2.603e-02
NGVSJ12:30:33.32+12:54:02.3   R   17.126     118775     340426     0.425   4.821e-02     2.411e-02   1.992e-03   6.391e-05   2.222e-02   2.181e-02   2.225e-02
NGVSJ12:30:33.32+12:54:02.3   I   16.816     118775     308434     3.044   5.287e-02     2.643e-02   3.206e-03   5.268e-05   1.833e-02   1.801e-02   1.831e-02
NGVSJ12:30:33.32+12:54:02.3   Z   16.752     118775     284823    -0.007   1.657e-01     8.283e-02   5.806e-03   1.556e-04   5.369e-02   5.235e-02   5.501e-02
NGVSJ12:30:34.65+12:27:29.2   U   18.917      67909      49213     2.100   2.381e-02     1.191e-02   6.626e-03   1.242e-04   3.304e-02   3.190e-02   3.287e-02
NGVSJ12:30:34.65+12:27:29.2   G   17.453     145589      49213     4.610   9.064e-02     4.532e-02   2.583e-03   1.798e-04   6.868e-02   6.652e-02   7.086e-02
NGVSJ12:30:34.65+12:27:29.2   R   16.786     145589      49213     7.550   2.516e-01     1.258e-01   1.925e-03   2.700e-04   1.031e-01   9.843e-02   1.083e-01
